Name,Category,Brand,ImageURL,PLU,Barcode,Package,Price
LF QUESILLO 1/16 OZ CJ 8 (UNIDAD),Lácteos,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/181_8168,181,810118990083,Por unidad,7.49
LF QUESO DURO BLANDO 1/ 40 LBS APROX.,Lácteos,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/180_8107,180,810118991646,Libras,6.98
LF QUESO MOROLIQUE 1/ 40 LBS APROX,Lácteos,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/179_8106,179,810118991639,Libras,6.98
LF TUSTACAS 1/8 OZ CJ 9,Galletas,La Finca,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/89_5279,89,810118992735,Por unidad,3.97
Loroco 248oz,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/501_CTD-1165-Loroco%20248oz.jpg,501,3130/8-64590-00008,Caja x24,137.02
Lychee Nuts 10LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/476_CTD-1139-Lychee%20Nuts%2010LB.jpg,476,4309,Caja x10,37.44
Maduritos Plantain Chips 1215.86oz,Frutas y Vegetales Frescos,,,516,CTD-1180,,47.98
Malanga Blanca / White 35LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/549_CTD-1213-Malanga%20Blanca%20White%2035LB.jpg,549,4644,Caja x35,130.60
Malanga Coco / Big Taro 40LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/550_CTD-1214-Malanga%20Coco%20%20Big%20Taro%2040LB.jpg,550,4644/8-64590-00018,Caja x40,34.11
Malanga Eddo / Small Taro 35LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/551_CTD-1215-Malanga%20Eddo%20%20Small%20Taro%2035LB.jpg,551,4794,Caja x35,45.38
Malanga Isleña 35LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/552_CTD-1216-Malanga%20Isle%C3%B1a%2035LB.jpg,552,8-64590-00023,Caja x35,39.25
Malanga Lila 35LB,Frutas y Vegetales Frescos,,,553,CTD-1217,,132.91
Malta Maltin Polar 4 Sixpack /12 oz Lata,Bebidas,Polar,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/203_Malta.png,203,00858810006237,Caja x4,20.99
Mamey / Zapote 25LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/532_CTD-1196-Mamey%20Zapote%2025LB.jpg,532,4310,Caja x25,67.64
Mamoncillo 25LB,Frutas y Vegetales Frescos,,,533,CTD-1197,,69.32
Mango Indio 22CT,Frutas y Vegetales Frescos,PO Vida,,534,6351,Caja x22,50.63
MANTECA CLOVER 1/454 GR. CJ 50 UNDS,Condimentos,Clover,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/284_7981.jpg,284,7421001654109,Por unidad,2.31
Manzano Banana 23LB,Frutas y Vegetales Frescos,,,450,CTD-1111,,27.17
Manzano Pepper Orange 10LB,Frutas y Vegetales Frescos,,,463,CTD-1125,,34.63
Marjoram / Mejorana 12CT,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/502_CTD-1166-Marjoram%20%20Mejorana%2012CT.jpg,502,4895/8-64590-00064-8,Caja x12,21.91
MAYONESA BB 1/16 OZ. CJ 32 UNDS.,Condimentos,BB,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/103_5430,103,738777100035,Por unidad,2.23
Mc CORMICK MAYONESA 12/725GR,Condimentos,Mc CORMICK,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/276_CTD-1014.jpeg,276,CTD-1014,Caja x12,76.25
Miel con Jengibre 24/300ML,Abarrotes,HONEY,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/260_WhatsApp%20Image%202026-03-19%20at%2010.07.54.jpeg,260,CTD-1004,Caja x24,137.14
Miel Con Panal Natural 1243oz,Frutas y Vegetales Frescos,,,509,CTD-1173,,104.64
MIRINDA 6/ 1.25 LT PET,Bebidas,Mirinda,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/133_1242,133,7421600301497,Caja x6,20.03
MIRINDA VIDRIO 24/12 OZ,Bebidas,Mirinda,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/305_1261.jpg,305,708734139262,Caja x24,42.19
ML LA CASCADA KOLASHANPAN 24/20 OZ,Bebidas,La cascada,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/135_1450,135,858231552115,Caja x24,20.05
ML LA CASCADA KOLASHANPAN 6/2 LT,Bebidas,La cascada,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/139_1461,139,10858231552013,Caja x6,11.99
MZ JAPONES 40/50 GR CJ 6,Snacks y Botanas,Manzela,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/170_6268,170,856905003031,Por unidad,13.95
MZ JAPONES PINATERO 50/20 GR CJ 16,Snacks y Botanas,Manzela,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/169_6267,169,856905003208,Caja x50,6.15
MZ MANZELAZO 1 PACK 10/148 GR CJ 10,Snacks y Botanas,Manzela,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/168_6265,168,856905003239,Por unidad,9.27
Naranja Agria / Sour Orange 30LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/477_CTD-1140-Naranja%20Agria%20Sour%20Orange%2030LB.jpg,477,3109,Caja x30,43.69
Natural Plantain Chips 1215.86oz,Frutas y Vegetales Frescos,,,517,CTD-1181,,47.98
Naturan Strip Plantain Chips 127.05oz,Frutas y Vegetales Frescos,,,469,CTD-1131,,47.98
NATURAS PASTA DE TOMATE 24/7.1 (200 GRS),Condimentos,Naturas,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/161_5468,161,850022820892,Caja x24,38.75
NATURAS SALSA QUESO 24/7.1 (200 GRS),Condimentos,Naturas,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/162_5469,162,850022820915,Caja x24,38.75
NATURAS SALSA RANCHERA 24/1.7 (200 GRS,Condimentos,Naturas,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/163_5470,163,850022820908,Caja x24,38.75
NATURAS SOFRITO CRIOLLO 24/7.1 OZ (200 GRS),Condimentos,Naturas,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/160_5467,160,850022820885,Caja x24,38.75
NESTLE CARNATION CJ48/12OZ,Dulces,NESTLE,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/277_CTD-1015.jpeg,277,CTD-1015,Caja x48,73.75
NESTLE LA LECHERA ORIGINAL/CJ48/375GR,Dulces,NESTLE,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/275_CTD-1013.jpeg,275,CTD-1013,Caja x48,101.25
NUCITA BALONES BAG 24/15/2.38 OZ,Dulces,NUCITA,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/406_CTD-1076.jpeg,406,05-18175-06827-0,Caja x24,34.53
NUCITA CHOCO FRESA DISPLAY 24/16/7.9 OZ,Dulces,NUCITA,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/403_CTD-1073.jpeg,403,0175-01088-210737,Caja x24,62.04
NUCITA COINS GOLD BAG 36/12/2.4 Oz,Dulces,NUCITA,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/404_CTD-1074.jpeg,404,0175-01088-212588,Caja x36,60.99
NUCITA COINS GOLD JAR 1/ 12/120,Dulces,NUCITA,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/408_CTD-1078.jpeg,408,0100-45735-000137,Por unidad,13.45
NUCITA COINS GOLD TRAY 1/ 18/48,Dulces,NUCITA,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/407_CTD-1077.jpeg,407,0175-01088-210621,Por unidad,5.63
NUCITA COINS SILVER BAG 36/12/2.4 Oz,Dulces,NUCITA,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/405_CTD-1075.jpeg,405,0100-45735-001813,Caja x36,60.99
NUCITA TRISABOR DISPLAY 24/16/7.9 OZ,Dulces,NUCITA,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/402_CTD-1072.jpeg,402,0175-01088-210720,Caja x24,62.04
Opo Long Squash 40LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/445_CTD-1106-Opo%20Long%20Squash%2040LB.jpg,445,3141,Caja x40,62.44
ORANGE CRUSH 6/3 LTS,Bebidas,Crush,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/324_1462.jpg,324,7401002300267,Caja x6,25.47
ORANGE CRUSH PLASTICO 12/20 OZ,Bebidas,Crush,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/136_1451,136,7401002300168,Caja x12,23.21
ORANGE CRUSH VIDRIO 24/12 OZ,Bebidas,Crush,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/306_1262.jpg,306,1262,Caja x24,53.75
Pacaya 1516oz,Frutas y Vegetales Frescos,PO Vida,,478,8-64590-00082-2,Caja x15,76.25
"PAN - HarinaPan de maíz blanco, 4/5 Lb",Harinas,PAN,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/204_GOYA%205LB.jpg,204,854675005002,Caja x4,20.50
Papalo 24CT,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/503_CTD-1167-Papalo%2024CT.jpg,503,4475,Caja x24,43.36
Papaya Maradol (Blondy) 35LB,Frutas y Vegetales Frescos,PO Vida,,535,3112,Caja x35,37.87
Papaya Maradol (Dolce) 35LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/536_CTD-1200-Papaya%20Maradol%20%28Dolce%29%2035LB.jpg,536,4395,Caja x35,34.63
Peeled Garlic 20x16oz 2016oz,Frutas y Vegetales Frescos,,,484,CTD-1148,,90.77
Peeled Garlic 24x6oz 246oz,Frutas y Vegetales Frescos,,,485,CTD-1149,,66.20
Peeled Garlic 4x5 4LB,Frutas y Vegetales Frescos,,,486,CTD-1150,,86.66
Penca De Magey 12CT,Frutas y Vegetales Frescos,,,537,CTD-1201,,26.02
PEPSI 12 / 500ML PET,Bebidas,Pepsi,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/132_1238,132,7421600300087,Caja x12,14.99
Perejil Curly / Parsley 60CT,Frutas y Vegetales Frescos,,,504,CTD-1168,,28.33
Perejil Italian / Parsley 50CT,Frutas y Vegetales Frescos,,,518,CTD-1182,,30.00
PICAMAS VERDE BOLSA 1/16 OZ. CJ 32 UND,Condimentos,Picamas,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/100_5413,100,738777180099,Por unidad,1.96
Piquin / Chiltepe 183oz,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/464_CTD-1126-Piquin%20%20Chiltepe%20183oz.jpg,464,86459000070,Caja x18,83.19
Platano Macho 50LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/451_CTD-1113-Platano%20Macho%2050LB.jpg,451,4235,Caja x50,34.63
Pomelo Green 9CT,Frutas y Vegetales Frescos,,,538,CTD-1202,,54.29
Pomelo Red 9CT,Frutas y Vegetales Frescos,,,539,CTD-1203,,30.64
Purple Sweet Patatoe / Morado 30LB,Frutas y Vegetales Frescos,,,554,CTD-1218,,56.08
PZ CLUB EXTRA 24/ 10.5 OZ,Galletas,Pozuelo,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/149_5247,149,086581211318,Caja x24,67.61
PZ CREMA CHOCO-VAINILLA (MIXTAS) 24/ 13.3 OZ,Galletas,Pozuelo,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/150_5248,150,86581005085,Caja x24,74.99
PZ CREMA STAR 24/ 9.3 OZ,Galletas,Pozuelo,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/151_5249,151,086581005092,Caja x24,63.59
PZ MANTEQUILLA 30/ 6 OZ,Galletas,Pozuelo,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/153_5253,153,086581007324,Caja x30,52.08
PZ TIPO 14/ 10.6 OZ,Galletas,Pozuelo,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/152_5251,152,086581007690,Caja x14,47.35
Quelite 24CT,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/540_CTD-1204-Quelite%2024CT.jpg,540,3478/8-64590-00038-9,Caja x24,24.26
Rabano / Radish 24CT,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/565_CTD-1229-Rabano%20%20Radish%2024CT.jpg,565,4089,Caja x24,24.86
Rambutan 15LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/479_CTD-1142-Rambutan%2015LB.jpg,479,3041,Caja x15,61.19
Red Banana 33LB,Frutas y Vegetales Frescos,,,452,CTD-1114,,35.79
Red Dragon Fruit 10LB,Frutas y Vegetales Frescos,PO Vida,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/480_CTD-1143-Red%20Dragon%20Fruit%2010LB.jpg,480,3551,Caja x10,46.19
REFRESHING FRUIT ALOE VERA COCONUT 12/ 1.5 LTS,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/39_1193,39,08101189902290,Caja x12,27.58
REFRESHING FRUIT ALOE VERA COCONUT 24/ 500 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/43_1197,43,810118990267,Caja x24,24.99
REFRESHING FRUIT ALOE VERA MANGO 12/ 1.5 LTS,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/40_1194,40,810118990236,Caja x12,27.58
REFRESHING FRUIT ALOE VERA MANGO 24/ 500 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/44_1198,44,810118990274,Caja x24,24.99
REFRESHING FRUIT ALOE VERA ORIGINAL 12/ 1.5 LTS,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/41_1195,41,810118990243,Caja x12,27.58
REFRESHING FRUIT ALOE VERA ORIGINAL 24/ 500 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/45_1199,45,810118990281,Caja x24,24.99
REFRESHING FRUIT ALOE VERA PINEAPPLE 12/ 1.5 LTS,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/42_1196,42,810118990250,Caja x12,27.58
REFRESHING FRUIT ALOE VERA PINEAPPLE 24/ 500 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/46_1200,46,810118990298,Caja x24,24.99
REFRESHING FRUIT ALOE VERA WATERMELON 24/ 500 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/38_1192,38,810118992926,Caja x24,24.99
REFRESHING FRUIT APPLE/CARROT JUICE 8/25.4 OZ,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/50_1204,50,850026673180,Caja x8,13.95
REFRESHING FRUIT BOTELLA COCONUTWATER / PULP 24/ 290 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/36_1188,36,810118990182,Caja x24,17.52
REFRESHING FRUIT BUBBLE MILK TEA MANGO 12/ 490 ML,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/25_1150,25,810118992407,Caja x12,17.52
REFRESHING FRUIT BUBBLE MILK TEA PEACH 12/ 490 ML,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/24_1149,24,810118992414,Caja x12,17.52
REFRESHING FRUIT BUBBLE MILK TEA STRAWBERRY 12/ 490 ML,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/23_1148,23,810118992391,Caja x12,17.52
REFRESHING FRUIT CHIA COCKTAIL DE FRUTAS 24/ 9.8 OZ,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/17_1112,17,810118991141,Caja x24,28.99
REFRESHING FRUIT CHIA GUANABANA 24/9.8 OZ,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/338_1118.jpg,338,810118990052,Caja x24,28.99
REFRESHING FRUIT CHIA KIWI 24/9.8OZ,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/21_1116,21,810118991479,Caja x12,28.99
REFRESHING FRUIT CHIA MANGO 24/9.8OZ,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/22_1117,22,810118991509,Caja x24,28.99
REFRESHING FRUIT CHIA PEACH 24/9.8OZ,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/19_1114,19,810118991486,Caja x24,28.99
REFRESHING FRUIT CHIA PINA 24/ 9.8 OZ,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/18_1113,18,810118991158,Caja x24,28.99
REFRESHING FRUIT CHIA STRAWBERRY 24/9.8OZ,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/20_1115,20,810118991493,Caja x24,28.99
REFRESHING FRUIT COCONUT WATER WITH PULP BOTTLE 12/ 485ML (16.4 OZ),Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/37_1190,37,810118991028,Caja x12,18.00
REFRESHING FRUIT GREEN MULTIVITAMIN JUICE 8/25.4 OZ.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/51_1205,51,850026673203,Caja x8,13.95
REFRESHING FRUIT HIBISCUS TEA MIXBERRIES 12/ 470 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/266_1155.jpg,266,810118992469,Caja x12,24.29
REFRESHING FRUIT HIBISCUS TEA ORIGINAL 12/ 470 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/265_1154.jpg,265,810118992452,Caja x12,24.29
REFRESHING FRUIT KIDS BLUE BERRY 24 /320 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/53_1210,53,810118991233,Caja x24,19.99
REFRESHING FRUIT KIDS FRUIT PUNCH 24 /320 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/54_1211,54,810118991257,Caja x24,19.99
REFRESHING FRUIT KIDS RED GRAPE 24 /320 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/55_1212,55,810118991240,Caja x24,19.99
REFRESHING FRUIT LATA AGUA DE COCO CON PULPA 24/ 500 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/131_1189,131,810118990175,Caja x24,30.48
REFRESHING FRUIT LATA APPLE 24/ 500 ML.,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/5_1097,5,810118990014,Caja x24,28.99
REFRESHING FRUIT LATA DRAGON FRUIT 24/500ML,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/13_1107,13,810118991448,Caja x24,28.99
REFRESHING FRUIT LATA GUANABANA 24/500ML,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/127_1101,127,810118991417,Caja x24,28.99
REFRESHING FRUIT LATA GUAYABA 24/500ML,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/9_1102,9,810118991424,Caja x24,28.99
REFRESHING FRUIT LATA HORCHATA CANELA 24/500ML,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/129_1125,129,810118991516,Caja x24,39.99
REFRESHING FRUIT LATA HORCHATA DE MORRO 24/500ML,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/130_1126,130,810118991523,Caja x50,39.99
REFRESHING FRUIT LATA LYCHEE 24/500ML,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/14_1108,14,810118991462,Caja x24,28.99
REFRESHING FRUIT LATA MANGO 24/500ML,Bebidas,Refreshing Fruit,https://insitusales.s3.us-east-1.amazonaws.com/web-app/data/12025/images/products/10_1103,10,810118991394,Caja x24,28.99
